"Gender";"Country";"Age";"EmploymentStatus";"CurrentJobTitle";"LanguageRecommendation";"FormalEducation";"Major";"CompensationAmount";"CompensationCurrency";"TimeGatheringData";"TimeModelBuilding";"TimeProduction";"TimeVisualizing";"TimeFindingInsights";"TimeOtherSelect";"ExchangeRate"
"Male";"United States";46;"Employed full-time";"Software Developer/Software Engineer";"Python";"I did not complete any formal education past high school";"";150000;"USD";25;25;0;25;25;0;1
"Male";"United States";42;"Employed full-time";"Other";"R";"Professional degree";"";2e+05;"USD";20;25;0;20;35;0;1
"Male";"Portugal";39;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Engineering (non-computer focused)";18000;"EUR";20;25;10;25;20;0;1,195826
"Male";"Ukraine";22;"Employed part-time";"Data Scientist";"SQL";"Master's degree";"Mathematics or statistics";11400;"USD";30;40;10;10;10;0;1
"Male";"United States";37;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";140000;"USD";20;20;25;10;25;0;1
"Male";"United States";32;"Employed full-time";"Operations Research Practitioner";"R";"Doctoral degree";"Other";140000;"USD";40;25;5;20;10;0;1
"Male";"Canada";26;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"Mathematics or statistics";80000;"CAD";50;20;0;10;20;0;0,823688
"Male";"United States";30;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"A social science";110000;"USD";20;40;5;20;15;0;1
"Male";"India";37;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Other";2200000;"INR";30;30;10;20;10;0;0,01562
"Male";"Spain";40;"Independent contractor, freelancer, or self-employed";"Data Scientist";"R";"Master's degree";"Computer Science";30000;"EUR";40;10;0;20;30;0;1,195826
"Male";"United States";49;"Independent contractor, freelancer, or self-employed";"Predictive Modeler";"R";"Professional degree";"";80000;"USD";40;20;0;10;30;0;1
"Male";"Iran";27;"Independent contractor, freelancer, or self-employed";"Computer Scientist";"Python";"Master's degree";"Computer Science";0;"IRR";10;15;50;25;0;0;3e-05
"Male";"India";34;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";2600000;"INR";60;15;5;10;10;0;0,01562
"Male";"Finland";37;"Employed full-time";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Information technology, networking, or system administration";1e+05;"EUR";50;30;15;5;0;0;1,195826
"Male";"United States";29;"Employed part-time";"Scientist/Researcher";"Python";"Master's degree";"Electrical Engineering";25000;"USD";50;30;0;10;NA;10;1
"Male";"United States";34;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Electrical Engineering";126000;"";20;50;10;10;10;0;NA
"Male";"India";23;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";4e+05;"INR";20;30;20;20;10;0;0,01562
"Male";"United States";28;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Bachelor's degree";"Mathematics or statistics";88000;"USD";45;15;25;5;10;0;1
"Male";"Taiwan";29;"Employed part-time";"Data Scientist";"R";"Doctoral degree";"A social science";35000;"";25;25;10;20;20;0;NA
"Female";"United States";56;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Physics";80000;"USD";50;20;5;10;15;0;1
"Male";"United States";34;"Employed full-time";"Data Scientist";"R";"Master's degree";"Fine arts or performing arts";90000;"";45;10;10;25;10;0;NA
"Male";"India";29;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Electrical Engineering";7e+05;"INR";70;20;0;10;0;0;0,01562
"Male";"Germany";53;"Employed full-time";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Physics";60000;"EUR";20;30;20;20;10;0;1,195826
"Male";"India";24;"Employed full-time";"Engineer";"";"Master's degree";"Mathematics or statistics";6e+05;"INR";30;40;20;0;10;0;0,01562
"Male";"Canada";36;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";150000;"CAD";20;40;20;0;0;20;0,823688
"Male";"Switzerland";44;"Employed full-time";"Programmer";"Python";"Master's degree";"Computer Science";150000;"CHF";30;10;10;10;40;0;1,043382
"Male";"South Africa";25;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Mathematics or statistics";0;"";40;18;10;15;17;0;NA
"Male";"Brazil";26;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";3e+05;"BRL";25;25;30;10;10;0;0,32135
"Female";"Brazil";38;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Computer Science";35000;"USD";30;50;0;20;0;0;1
"Male";"Germany";41;"Employed full-time";"Data Miner";"R";"Bachelor's degree";"Management information systems";78000;"EUR";10;30;10;40;10;0;1,195826
"Male";"United States";44;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";180000;"";45;25;0;5;25;0;NA
"Male";"Other";35;"Employed full-time";"Engineer";"Python";"Master's degree";"Information technology, networking, or system administration";12000;"";40;20;10;20;10;0;NA
"Non-binary, genderqueer, or gender non-conforming";"United States";28;"Independent contractor, freelancer, or self-employed";"Statistician";"Python";"Bachelor's degree";"Mathematics or statistics";30000;"USD";30;15;0;20;35;0;1
"Male";"United States";27;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Biology";105000;"USD";40;25;0;25;10;0;1
"Male";"Portugal";23;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Some college/university study without earning a bachelor's degree";"Engineering (non-computer focused)";600;"EUR";30;30;20;10;10;0;1,195826
"Female";"Sweden";26;"Employed full-time";"Data Scientist";"R";"Master's degree";"Physics";50000;"";20;10;30;10;30;0;NA
"Male";"Other";46;"Employed full-time";"Operations Research Practitioner";"R";"Master's degree";"Electrical Engineering";25000;"MAD";20;35;5;10;30;0;0,107076
"Male";"Colombia";31;"Employed full-time";"Engineer";"Scala";"Bachelor's degree";"Electrical Engineering";20000;"USD";70;10;10;10;0;0;1
"Male";"United Kingdom";55;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Other";42000;"GBP";70;10;5;10;5;0;1,324188
"Male";"United States";33;"Employed full-time";"Statistician";"Python";"Master's degree";"Mathematics or statistics";115000;"USD";60;10;20;10;0;0;1
"Male";"United States";44;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Engineering (non-computer focused)";140000;"USD";30;30;10;10;20;0;1
"Male";"Spain";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Electrical Engineering";41000;"EUR";50;5;15;10;20;0;1,195826
"Male";"Colombia";27;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";1,5e+08;"COP";30;20;20;10;20;0;0,000342
"Male";"United States";23;"Employed full-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Mathematics or statistics";50000;"USD";40;20;20;10;10;0;1
"Male";"Other";22;"Employed part-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";12000;"";50;30;0;10;10;0;NA
"Female";"United States";35;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Mathematics or statistics";50000;"USD";0;50;15;20;15;0;1
"Male";"Italy";27;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";30000;"EUR";34;33;33;0;0;0;1,195826
"Male";"Chile";28;"Employed part-time";"Researcher";"Python";"Master's degree";"Computer Science";6e+06;"CLP";30;10;25;20;15;0;0,001606
"Male";"France";34;"Independent contractor, freelancer, or self-employed";"Business Analyst";"SQL";"Master's degree";"";130000;"EUR";25;20;5;20;30;0;1,195826
"Male";"United States";63;"Employed full-time";"Data Scientist";"R";"Professional degree";"";230000;"USD";60;NA;0;10;30;0;1
"Male";"Switzerland";32;"Employed full-time";"Data Analyst";"Python";"Doctoral degree";"A humanities discipline";1e+05;"CHF";30;30;10;10;20;0;1,043382
"Male";"Italy";30;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Computer Science";25000;"EUR";30;40;10;10;10;0;1,195826
"Female";"United States";35;"Employed full-time";"Data Scientist";"R";"Master's degree";"A humanities discipline";130000;"USD";10;60;0;0;30;0;1
"Male";"Brazil";32;"Employed full-time";"Other";"Python";"Some college/university study without earning a bachelor's degree";"Other";38400;"BRL";80;5;5;5;5;0;0,32135
"Male";"United States";46;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";2e+05;"USD";25;25;2;23;25;0;1
"Male";"Mexico";37;"Employed full-time";"Scientist/Researcher";"Julia";"Master's degree";"Mathematics or statistics";50000;"USD";80;10;10;0;0;0;1
"Male";"United States";51;"Employed full-time";"Statistician";"Python";"Doctoral degree";"Mathematics or statistics";1e+05;"USD";20;40;0;20;20;0;1
"Male";"United States";27;"Employed full-time";"Other";"Python";"Master's degree";"Mathematics or statistics";145000;"USD";10;20;0;30;40;0;1
"Male";"France";50;"Employed full-time";"Other";"Python";"Master's degree";"Physics";90000;"EUR";10;10;10;10;10;50;1,195826
"Male";"Brazil";38;"Employed full-time";"Statistician";"SQL";"Master's degree";"Mathematics or statistics";110000;"BRL";80;20;0;0;0;0;0,32135
"Male";"Other";33;"Employed full-time";"Business Analyst";"Python";"Professional degree";"";1e+06;"UYU";5;0;0;15;0;80;0,034642
"Male";"Other";25;"Employed full-time";"DBA/Database Engineer";"Python";"Bachelor's degree";"Computer Science";6000;"USD";40;10;10;30;10;0;1
"Male";"Canada";25;"Employed full-time";"Business Analyst";"Python";"Bachelor's degree";"Mathematics or statistics";67000;"CAD";30;20;20;10;20;0;0,823688
"Male";"Canada";24;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Computer Science";80000;"CAD";60;10;0;20;10;0;0,823688
"Male";"Brazil";36;"Employed part-time";"Data Scientist";"Python";"Doctoral degree";"Electrical Engineering";120000;"BRL";20;20;10;20;30;0;0,32135
"Male";"United States";25;"Employed full-time";"Researcher";"Python";"Bachelor's degree";"Engineering (non-computer focused)";33000;"USD";15;55;5;15;10;0;1
"Female";"United States";36;"Employed full-time";"Other";"Python";"Doctoral degree";"Other";140000;"USD";10;20;40;10;20;0;1
"Male";"Sweden";39;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"R";"Doctoral degree";"Biology";120000;"";40;10;20;30;0;0;NA
"Male";"India";28;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Computer Science";80000;"USD";30;30;20;10;10;0;1
"Male";"Germany";29;"Employed part-time";"Data Scientist";"Python";"Master's degree";"Physics";15000;"EUR";60;10;5;20;5;0;1,195826
"Female";"United States";41;"Employed full-time";"Data Analyst";"R";"Doctoral degree";"Engineering (non-computer focused)";120000;"USD";75;0;0;25;0;0;1
"Male";"United States";45;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Mathematics or statistics";122000;"USD";65;5;0;20;10;0;1
"Female";"India";36;"Employed full-time";"Business Analyst";"Python";"Master's degree";"Mathematics or statistics";1400000;"";35;10;15;15;0;25;NA
"Male";"Poland";23;"Employed part-time";"Machine Learning Engineer";"Python";"Bachelor's degree";"Computer Science";18000;"";35;45;10;10;0;0;NA
"Male";"France";35;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Information technology, networking, or system administration";60;"EUR";20;40;20;10;10;0;1,195826
"Male";"Belgium";34;"Employed full-time";"Business Analyst";"Python";"Master's degree";"";56000;"EUR";50;10;10;10;20;0;1,195826
"Male";"United States";30;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Engineering (non-computer focused)";185000;"USD";50;10;10;20;10;0;1
"Male";"Republic of China";31;"Employed full-time";"Computer Scientist";"R";"Doctoral degree";"";75000;"";20;10;20;30;20;0;NA
"Male";"United States";31;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Biology";50000;"USD";10;10;0;30;50;0;1
"Male";"Germany";41;"Employed full-time";"Statistician";"R";"Master's degree";"Mathematics or statistics";90000;"EUR";40;20;5;15;20;0;1,195826
"Male";"Australia";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Computer Science";160000;"AUD";80;5;5;10;0;0;0,80231
"Male";"Brazil";28;"Employed full-time";"Other";"Python";"Bachelor's degree";"Mathematics or statistics";85;"BRL";10;40;5;15;30;0;0,32135
"Female";"United States";30;"Employed full-time";"Data Scientist";"SQL";"Master's degree";"Other";130000;"USD";30;30;20;10;10;0;1
"Male";"Other";40;"Employed full-time";"Statistician";"Python";"Doctoral degree";"Biology";79000;"GBP";20;40;10;15;15;0;1,324188
"Male";"Poland";34;"Employed full-time";"Business Analyst";"R";"Master's degree";"Mathematics or statistics";144000;"PLN";50;5;5;15;25;0;0,281104
"Female";"United States";24;"Employed full-time";"Statistician";"SAS";"Master's degree";"A humanities discipline";70000;"USD";70;5;0;10;15;0;1
"Female";"United States";38;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"A social science";150000;"USD";10;25;5;20;40;0;1
"Male";"Brazil";27;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Engineering (non-computer focused)";60000;"USD";40;30;0;30;0;0;1
"Male";"United States";34;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"";96000;"USD";45;20;10;20;5;0;1
"Male";"United States";24;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"Haskell";"Master's degree";"Mathematics or statistics";130000;"USD";35;35;15;10;5;0;1
"Male";"United States";30;"Employed full-time";"Data Scientist";"R";"Master's degree";"";70000;"USD";50;0;0;25;25;0;1
"Female";"United States";28;"Independent contractor, freelancer, or self-employed";"Scientist/Researcher";"R";"Master's degree";"Psychology";34000;"USD";30;20;20;20;10;0;1
"Male";"Colombia";53;"Employed full-time";"Data Scientist";"C/C++/C#";"Master's degree";"Computer Science";6e+07;"COP";5;5;0;20;70;0;0,000342
"Male";"United States";37;"Employed full-time";"Data Scientist";"Python";"Master's degree";"Other";110000;"USD";70;15;7;8;0;0;1
"Male";"United States";24;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Engineering (non-computer focused)";75000;"";50;25;0;25;0;0;NA
"Male";"Portugal";35;"Employed full-time";"Software Developer/Software Engineer";"Python";"Doctoral degree";"Computer Science";110000;"";50;5;10;5;30;0;NA
"Male";"Pakistan";27;"Employed full-time";"Data Analyst";"SQL";"Master's degree";"Mathematics or statistics";1800000;"PKR";40;20;0;20;20;0;0,009476
"Male";"Australia";31;"Employed full-time";"Scientist/Researcher";"R";"Doctoral degree";"Biology";70000;"";15;30;0;50;5;0;NA
"Male";"Australia";38;"Employed full-time";"Data Analyst";"SQL";"Master's degree";"A social science";170000;"";10;10;0;10;60;10;NA
"Male";"United States";26;"Employed full-time";"Data Scientist";"Python";"Master's degree";"A humanities discipline";104000;"USD";60;20;5;5;10;0;1
"Male";"Chile";32;"Employed full-time";"Business Analyst";"SQL";"Bachelor's degree";"Engineering (non-computer focused)";25900000;"CLP";70;10;2;10;8;0;0,001606
"Male";"India";30;"Employed full-time";"Statistician";"Scala";"Master's degree";"Electrical Engineering";1800000;"";10;40;0;20;30;0;NA
"Male";"United States";38;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Physics";3e+05;"USD";15;15;15;25;30;0;1
"Male";"France";43;"Employed full-time";"Data Analyst";"Python";"Professional degree";"";18000;"EUR";80;10;0;2;8;0;1,195826
"Male";"United States";27;"Employed full-time";"Scientist/Researcher";"Python";"Bachelor's degree";"Other";29000;"USD";55;5;0;20;20;0;1
"Male";"United States";50;"Employed full-time";"Data Scientist";"Other";"Bachelor's degree";"Other";175000;"USD";45;20;5;10;20;0;1
"Male";"Russia";23;"Employed full-time";"Programmer";"Python";"Bachelor's degree";"Computer Science";35000;"RUB";20;20;10;30;10;10;0,017402
"Male";"Mexico";37;"Employed full-time";"Data Analyst";"R";"Master's degree";"Information technology, networking, or system administration";5e+05;"MXN";50;25;5;15;5;0;0,056414
"Male";"Australia";40;"Employed full-time";"Other";"R";"Bachelor's degree";"Physics";250000;"AUD";25;20;5;25;25;0;0,80231
"Male";"Other";33;"Employed full-time";"Data Miner";"R";"Master's degree";"Computer Science";44000;"";70;5;0;10;15;0;NA
"Male";"Netherlands";35;"Independent contractor, freelancer, or self-employed";"Software Developer/Software Engineer";"Python";"Master's degree";"Electrical Engineering";95000;"EUR";50;30;5;5;10;0;1,195826
"Male";"Australia";63;"Employed full-time";"Scientist/Researcher";"";"Doctoral degree";"Electrical Engineering";117000;"AUD";80;4;3;8;5;0;0,80231
"Male";"Czech Republic";30;"Employed part-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";360000;"CZK";20;60;10;5;5;0;0,04582
"Male";"Canada";33;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Computer Science";65000;"";40;30;0;10;20;0;NA
"Male";"United States";31;"Employed full-time";"Engineer";"Stata";"Master's degree";"";75000;"";30;20;5;15;30;0;NA
"Non-binary, genderqueer, or gender non-conforming";"Philippines";26;"Independent contractor, freelancer, or self-employed";"Predictive Modeler";"Python";"Bachelor's degree";"Mathematics or statistics";715000;"PHP";40;20;10;20;10;0;0,019637
"Male";"United States";51;"Employed full-time";"DBA/Database Engineer";"SAS";"Master's degree";"Computer Science";130000;"";30;25;5;40;0;0;NA
"Male";"United States";59;"Employed full-time";"Data Analyst";"Python";"Master's degree";"A social science";83000;"USD";90;9;1;0;0;0;1
"Female";"Italy";25;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";28000;"";20;20;50;5;5;0;NA
"Male";"Australia";38;"Employed full-time";"Scientist/Researcher";"R";"Master's degree";"Psychology";115000;"AUD";30;15;5;30;20;0;0,80231
"Male";"United States";30;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";110000;"USD";20;40;10;20;10;0;1
"Male";"Singapore";32;"Employed full-time";"Data Scientist";"Python";"Bachelor's degree";"Computer Science";120000;"USD";2;36;37;5;20;0;1
"Male";"United States";54;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";180000;"USD";20;20;30;10;20;0;1
"Male";"Mexico";34;"Employed full-time";"Computer Scientist";"Python";"Doctoral degree";"Computer Science";3e+05;"MXN";50;10;10;10;20;0;0,056414
"Female";"Canada";38;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";90000;"";20;20;40;10;10;0;NA
"Male";"United States";39;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";150000;"";55;40;0;5;NA;0;NA
"Male";"United States";43;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";195000;"USD";70;20;3;5;2;0;1
"Male";"United States";33;"Employed full-time";"Business Analyst";"R";"Bachelor's degree";"A social science";112000;"USD";20;0;0;10;70;0;1
"Male";"United States";29;"Employed full-time";"Other";"Python";"Master's degree";"Engineering (non-computer focused)";1e+05;"USD";40;20;10;20;10;0;1
"Male";"United States";31;"Employed full-time";"Data Scientist";"Python";"Master's degree";"A social science";120000;"USD";50;30;0;10;10;0;1
"Male";"United States";34;"Employed full-time";"Data Analyst";"";"Bachelor's degree";"";60000;"";100;0;0;0;0;0;NA
"Female";"United States";32;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Engineering (non-computer focused)";125000;"USD";10;0;0;0;0;90;1
"Male";"India";36;"Employed full-time";"Predictive Modeler";"R";"Master's degree";"Computer Science";1700000;"INR";30;40;0;30;0;0;0,01562
"Male";"United States";31;"Employed full-time";"Data Scientist";"Python";"Master's degree";"";2e+05;"";50;20;5;10;15;0;NA
"Male";"Argentina";32;"Employed full-time";"Data Scientist";"SQL";"Master's degree";"Computer Science";34000;"USD";60;20;5;5;10;0;1
"Non-binary, genderqueer, or gender non-conforming";"United States";51;"Employed full-time";"Other";"Python";"Bachelor's degree";"Other";42000;"USD";10;10;0;40;40;0;1
"Female";"United States";33;"Employed full-time";"Data Scientist";"R";"Doctoral degree";"Electrical Engineering";185;"USD";40;30;0;20;10;0;1
"Male";"United States";50;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Electrical Engineering";155000;"USD";30;30;30;5;5;0;1
"Female";"Australia";37;"Independent contractor, freelancer, or self-employed";"Data Scientist";"SQL";"Master's degree";"Other";180000;"AUD";20;20;10;20;10;20;0,80231
"Male";"Canada";31;"Employed full-time";"Data Analyst";"R";"Master's degree";"";80000;"CAD";60;10;0;20;10;0;0,823688
"Male";"United States";26;"Employed full-time";"Data Scientist";"";"Bachelor's degree";"Mathematics or statistics";120000;"USD";45;5;35;10;5;0;1
"Male";"Japan";49;"Employed full-time";"Programmer";"Python";"Doctoral degree";"Computer Science";4e+06;"JPY";60;10;30;0;0;0;0,009108
"Male";"Other";25;"Employed full-time";"Data Analyst";"Python";"Master's degree";"Electrical Engineering";8e+05;"VEF";40;20;5;15;20;0;0,09987
"Male";"United States";29;"Employed full-time";"Data Scientist";"R";"Bachelor's degree";"Mathematics or statistics";85000;"USD";45;15;5;15;20;0;1
"Male";"Colombia";22;"Employed part-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";1,4e+07;"COP";50;30;10;5;5;0;0,000342
"Male";"United States";42;"Employed full-time";"Data Analyst";"R";"Master's degree";"Other";95000;"USD";35;15;10;20;20;0;1
"Female";"Russia";45;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Physics";30000;"RUB";10;60;10;20;0;0;0,017402
"Male";"United States";51;"Employed full-time";"Programmer";"Python";"Some college/university study without earning a bachelor's degree";"Information technology, networking, or system administration";150000;"USD";30;10;40;10;10;0;1
"Male";"Singapore";25;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Mathematics or statistics";55000;"";5;NA;10;80;5;0;NA
"Male";"India";54;"Employed full-time";"Other";"Python";"Doctoral degree";"Engineering (non-computer focused)";1400000;"INR";10;30;0;0;60;0;0,01562
"Male";"United States";32;"Employed full-time";"Data Scientist";"R";"Master's degree";"Engineering (non-computer focused)";160000;"USD";30;30;0;20;20;0;1
"Male";"United States";23;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"A social science";50000;"USD";100;0;0;0;0;0;1
"Male";"United States";45;"Employed full-time";"Computer Scientist";"Python";"Doctoral degree";"Electrical Engineering";100;"USD";20;70;0;10;0;0;1
"Male";"Brazil";28;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";120000;"BRL";30;10;5;15;40;0;0,32135
"Male";"India";29;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";2e+05;"";50;20;10;10;10;0;NA
"Male";"Australia";42;"Employed full-time";"Other";"R";"Some college/university study without earning a bachelor's degree";"Computer Science";105000;"AUD";5;5;0;2;3;85;0,80231
"Male";"United States";40;"Employed full-time";"Business Analyst";"Python";"Master's degree";"Engineering (non-computer focused)";2500000;"USD";30;20;10;20;20;0;1
"Male";"South Korea";62;"Employed full-time";"Statistician";"Python";"Doctoral degree";"Mathematics or statistics";1e+05;"";0;10;0;10;0;80;NA
"Female";"Other";27;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";23500;"USD";50;10;0;20;20;0;1
"Male";"Brazil";39;"Employed full-time";"Computer Scientist";"Python";"Doctoral degree";"Computer Science";150000;"BRL";20;40;0;0;40;0;0,32135
"Male";"Brazil";64;"Independent contractor, freelancer, or self-employed";"Business Analyst";"Python";"Doctoral degree";"Electrical Engineering";65000;"BRL";20;30;0;0;50;0;0,32135
"Male";"United States";36;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Electrical Engineering";91000;"USD";48;20;20;10;2;0;1
"Male";"Taiwan";45;"Employed full-time";"Researcher";"Other";"Doctoral degree";"Engineering (non-computer focused)";42000;"USD";30;30;0;10;0;30;1
"Male";"United States";42;"Employed full-time";"Data Scientist";"R";"Master's degree";"Information technology, networking, or system administration";65000;"";75;20;2;1;2;0;NA
"Male";"Republic of China";31;"Employed full-time";"Data Scientist";"";"Doctoral degree";"Electrical Engineering";450000;"CNY";30;30;20;10;10;0;0,153
"Male";"United States";31;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Mathematics or statistics";105000;"USD";70;20;10;0;0;0;1
"Male";"Australia";32;"Employed full-time";"Scientist/Researcher";"Python";"Doctoral degree";"Other";30000;"AUD";10;30;10;30;20;0;0,80231
"Male";"Japan";27;"Employed part-time";"Scientist/Researcher";"R";"Master's degree";"Psychology";120;"JPY";30;50;0;20;0;0;0,009108
"Male";"United States";22;"Employed full-time";"Predictive Modeler";"C/C++/C#";"Bachelor's degree";"Computer Science";2e+05;"USD";80;10;0;10;0;0;1
"Male";"New Zealand";28;"Employed full-time";"Data Analyst";"R";"Bachelor's degree";"Mathematics or statistics";72000;"NZD";20;10;0;15;55;0;0,727801
"Male";"India";45;"Employed full-time";"Data Scientist";"";"Master's degree";"Physics";2e+05;"INR";20;30;10;20;20;0;0,01562
"Male";"Japan";28;"Employed full-time";"Software Developer/Software Engineer";"Python";"Bachelor's degree";"Computer Science";5500000;"JPY";30;20;10;20;20;0;0,009108
"Male";"Japan";25;"Employed full-time";"Other";"Python";"Some college/university study without earning a bachelor's degree";"";4000;"";50;40;0;10;0;0;NA
"Male";"Taiwan";45;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";1500000;"TWD";30;40;10;10;10;0;0,033304
"Male";"People 's Republic of China";29;"Employed full-time";"Machine Learning Engineer";"Python";"Doctoral degree";"Mathematics or statistics";3e+05;"CNY";20;60;20;0;0;0;0,153
"Male";"India";33;"Independent contractor, freelancer, or self-employed";"Other";"R";"Bachelor's degree";"Computer Science";1850000;"INR";0;0;100;0;0;0;0,01562
"Male";"Ukraine";26;"Employed full-time";"Software Developer/Software Engineer";"Python";"Master's degree";"Computer Science";24000;"USD";0;0;40;60;0;0;1
"Male";"United States";30;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Computer Science";105000;"";15;15;1;30;39;0;NA
"Male";"United States";42;"Employed full-time";"Data Scientist";"R";"Master's degree";"Mathematics or statistics";1e+05;"";10;5;25;5;5;50;NA
"Male";"United States";31;"Employed full-time";"Data Scientist";"Python";"Doctoral degree";"Physics";115000;"SPL";30;20;10;20;20;0;NA
"Male";"Russia";35;"Employed full-time";"Business Analyst";"Python";"Professional degree";"";30000;"";30;60;10;0;0;0;NA
"Male";"Brazil";49;"Employed full-time";"Machine Learning Engineer";"Python";"Master's degree";"Computer Science";67500;"";40;30;20;10;0;0;NA
"Male";"United States";61;"Employed full-time";"Other";"SQL";"Bachelor's degree";"Mathematics or statistics";85000;"USD";25;5;40;10;20;NA;1
"Male";"United States";61;"Employed full-time";"Other";"R";"Master's degree";"";120000;"";40;20;5;25;10;0;NA
"Male";"Singapore";31;"Employed full-time";"Data Analyst";"R";"Master's degree";"Engineering (non-computer focused)";60000;"";60;10;10;10;10;0;NA
"Male";"Canada";75;"Independent contractor, freelancer, or self-employed";"Data Scientist";"Python";"Master's degree";"Mathematics or statistics";110;"USD";60;15;10;5;10;0;1
"Male";"United States";26;"Employed full-time";"Business Analyst";"";"Bachelor's degree";"";82000;"USD";50;20;5;5;20;0;1
"Male";"People 's Republic of China";34;"Employed full-time";"Researcher";"Python";"Doctoral degree";"Computer Science";80000;"CNY";20;70;0;0;10;0;0,153
"";"";NA;"Employed part-time";"Operations Research Practitioner";"SQL";"Master's degree";"Mathematics or statistics";120000;"USD";70;0;0;20;10;0;1
"Male";"Australia";26;"Employed full-time";"Data Analyst";"Python";"Bachelor's degree";"Engineering (non-computer focused)";84000;"AUD";60;30;0;0;10;0;0,80231
"A different identity";"Pakistan";30;"Employed part-time";"Other";"Matlab";"Master's degree";"Computer Science";50000;"PKR";40;20;5;15;10;10;0,009476
"Male";"United States";30;"Employed full-time";"Data Scientist";"Python";"Master's degree";"A humanities discipline";155000;"USD";15;15;25;15;30;0;1
"Male";"India";22;"Employed full-time";"Data Analyst";"SQL";"Bachelor's degree";"Computer Science";180000;"INR";50;20;20;8;2;0;0,01562
